Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
May,2017,Department of Energy,Power Marketing Administration,"Continuing Fund, Southeastern Power Administration",89-5653,No Year,No Year,"89-5653 /X - Continuing Fund, Southeastern Power Administration",$0.1M,$0.1M,100.0%
May,2017,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Services,89-0249,No Year,No Year,89-0249 /X - Defense Environmental Services,$0.0M,$0.0M,100.0%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Grants to States for Medicaid,75-75-0512,No Year,No Year,75-75-0512 /X - Grants to States for Medicaid,"$93,208.6M","$408,728.5M",22.8%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Federal Supplementary Medical Insurance Trust Fund,75-8004,No Year,No Year,75-8004 /X - Federal Supplementary Medical Insurance Trust Fund,"$145,511.2M","$339,698.6M",42.8%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Federal Hospital Insurance Trust Fund,75-8005,No Year,No Year,75-8005 /X - Federal Hospital Insurance Trust Fund,"$126,173.0M","$314,588.9M",40.1%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Payments to Health Care Trust Funds,75-0580,FY2017,2017,75-0580 /17 - Payments to Health Care Trust Funds,"$87,757.9M","$295,595.5M",29.7%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Federal Supplementary Insura",75-8308,No Year,No Year,"75-8308 /X - Medicare Prescription Drug Account, Federal Supplementary Insura","$42,254.3M","$92,473.2M",45.7%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Children's Health Insurance Fund,75-0515,No Year,No Year,75-0515 /X - Children's Health Insurance Fund,"$13,171.0M","$23,425.7M",56.2%
May,2017,Department of Health and Human Services,Administration for Children and Families,Temporary Assistance for Needy Families,75-1552,FY2017,2017,75-1552 /17 - Temporary Assistance for Needy Families,"$4,227.4M","$16,709.0M",25.3%
May,2017,Department of Health and Human Services,Administration for Children and Families,Children and Families Services Programs,75-1536,FY2017,2017,75-1536 /17 - Children and Families Services Programs,"$6,154.9M","$10,346.3M",59.5%
May,2017,Department of Health and Human Services,Administration for Children and Families,Payments to States for Foster Care and Permanency,75-1545,FY2017,2017,75-1545 /17 - Payments to States for Foster Care and Permanency,"$2,099.7M","$8,065.1M",26.0%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Children's Health Insurance Fund,75-0515,FY2017,2017,75-0515 /17 - Children's Health Insurance Fund,"$2,850.0M","$5,700.0M",50.0%
May,2017,Department of Health and Human Services,National Institutes of Health,National Cancer Institute,75-0849,FY2017,2017,75-0849 /17 - National Cancer Institute,"$2,966.0M","$5,417.5M",54.7%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute of Allergy and Infectious Diseases,75-0885,FY2017,2017,75-0885 /17 - National Institute of Allergy and Infectious Diseases,"$1,957.8M","$4,917.2M",39.8%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Transitional Reinsurance Program,75-5735,No Year,No Year,75-5735 /X - Transitional Reinsurance Program,$0.0M,"$4,629.4M",0.0%
May,2017,Department of Health and Human Services,Administration for Children and Families,Payments to States for Child Support Enforcement and Family Supp,75-1501,No Year,No Year,75-1501 /X - Payments to States for Child Support Enforcement and Family Supp,"$1,607.0M","$4,489.7M",35.8%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Center for Medicare and Medicaid Innovation,75-0522,No Year,No Year,75-0522 /X - Center for Medicare and Medicaid Innovation,"$3,904.8M","$4,465.2M",87.5%
May,2017,Department of Health and Human Services,Health Resources and Services Administration,Primary Health Care,75-0360,No Year,No Year,75-0360 /X - Primary Health Care,"$2,089.9M","$3,718.1M",56.2%
May,2017,Department of Health and Human Services,Indian Health Service,Indian Health Services,75-0390,No Year,No Year,75-0390 /X - Indian Health Services,"$1,932.7M","$3,672.6M",52.6%
May,2017,Department of Health and Human Services,National Institutes of Health,Services and Supply Fund,75-4554,No Year,No Year,75-4554 /X - Services and Supply Fund,"$2,385.3M","$3,532.9M",67.5%
May,2017,Department of Health and Human Services,Food and Drug Administration,Salaries and Expenses,75-0600,No Year,No Year,75-0600 /X - Salaries and Expenses,"$2,114.9M","$3,477.6M",60.8%
May,2017,Department of Health and Human Services,Administration for Children and Families,Low Income Home Energy Assistance,75-1502,FY2017,2017,75-1502 /17 - Low Income Home Energy Assistance,$380.5M,"$3,390.3M",11.2%
May,2017,Department of Health and Human Services,National Institutes of Health,"National Heart, Lung, and Blood Institute",75-0872,FY2017,2017,"75-0872 /17 - National Heart, Lung, and Blood Institute","$1,286.3M","$3,219.5M",40.0%
May,2017,Department of Health and Human Services,Administration for Children and Families,Child Care Entitlement to States,75-1550,FY2017,2017,75-1550 /17 - Child Care Entitlement to States,"$1,239.3M","$2,904.1M",42.7%
May,2017,Department of Health and Human Services,Administration for Children and Families,Payments to States for the Child Care and Development Block Gran,75-1515,FY2017,2017,75-1515 /17 - Payments to States for the Child Care and Development Block Gran,"$1,301.7M","$2,838.1M",45.9%
May,2017,Department of Health and Human Services,Food and Drug Administration,Salaries and Expenses,75-0600,FY2017,2017,75-0600 /17 - Salaries and Expenses,"$1,247.1M","$2,790.8M",44.7%
May,2017,Department of Health and Human Services,Indian Health Service,Indian Health Services,75-0390,FY2017,2017,75-0390 /17 - Indian Health Services,"$1,131.7M","$2,730.9M",41.4%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Program Management,75-0511,FY2017,2017,75-0511 /17 - Program Management,"$1,004.3M","$2,712.6M",37.0%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute of General Medical Sciences,75-0851,FY2017,2017,75-0851 /17 - National Institute of General Medical Sciences,"$1,439.6M","$2,646.9M",54.4%
May,2017,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Substance Abuse Treatment,75-1364,FY2017,2017,75-1364 /17 - Substance Abuse Treatment,"$1,109.9M","$2,172.7M",51.1%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute on Aging,75-0843,FY2017,2017,75-0843 /17 - National Institute on Aging,"$1,368.6M","$2,064.9M",66.3%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute of Diabetes and Digestive and Kidney Diseases,75-0884,FY2017,2017,75-0884 /17 - National Institute of Diabetes and Digestive and Kidney Diseases,"$1,262.6M","$2,020.4M",62.5%
May,2017,Department of Health and Human Services,Health Resources and Services Administration,Ryan White HIV/AIDS Program,75-0356,FY2017-FY2019,2019,75-0356 17/19 - Ryan White HIV/AIDS Program,$972.1M,"$1,966.1M",49.4%
May,2017,Department of Health and Human Services,Administration for Community Living,Aging and Disability Services Programs,75-0142,FY2017,2017,75-0142 /17 - Aging and Disability Services Programs,"$1,018.5M","$1,961.0M",51.9%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute of Neurological Disorders and Stroke,75-0886,FY2017,2017,75-0886 /17 - National Institute of Neurological Disorders and Stroke,$985.1M,"$1,803.0M",54.6%
May,2017,Department of Health and Human Services,National Institutes of Health,Office of the Director,75-0846,FY2017,2017,75-0846 /17 - Office of the Director,"$1,251.5M","$1,693.6M",73.9%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Program Management,75-0511,FY2017-FY2022,2022,75-0511 17/22 - Program Management,"$1,207.5M","$1,688.4M",71.5%
May,2017,Department of Health and Human Services,Administration for Children and Families,Social Services Block Grant,75-1534,FY2017,2017,75-1534 /17 - Social Services Block Grant,$741.8M,"$1,661.8M",44.6%
May,2017,Department of Health and Human Services,Administration for Children and Families,Refugee and Entrant Assistance,75-1503,FY2017-FY2019,2019,75-1503 17/19 - Refugee and Entrant Assistance,$754.9M,"$1,649.8M",45.8%
May,2017,Department of Health and Human Services,Program Support Center,"Service, Supply, and Other Funds",75-4552,No Year,No Year,"75-4552 /X - Service, Supply, and Other Funds",$753.3M,"$1,629.4M",46.2%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute of Mental Health,75-0892,FY2017,2017,75-0892 /17 - National Institute of Mental Health,$799.8M,"$1,608.4M",49.7%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Health Care Fraud and Abuse Control Account,75-8393,No Year,No Year,75-8393 /X - Health Care Fraud and Abuse Control Account,$637.9M,"$1,436.7M",44.4%
May,2017,Department of Health and Human Services,National Institutes of Health,Eunice Kennedy Shriver National Institute of Child Health and Hu,75-0844,FY2017,2017,75-0844 /17 - Eunice Kennedy Shriver National Institute of Child Health and Hu,$765.4M,"$1,406.3M",54.4%
May,2017,Department of Health and Human Services,Health Resources and Services Administration,Primary Health Care,75-0360,FY2017,2017,75-0360 /17 - Primary Health Care,$850.4M,"$1,387.0M",61.3%
May,2017,Department of Health and Human Services,Centers for Disease Control and Prevention,World Trade Center Health Program Fund,75-0946,No Year,No Year,75-0946 /X - World Trade Center Health Program Fund,$957.5M,"$1,198.8M",79.9%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute on Drug Abuse,75-0893,FY2017,2017,75-0893 /17 - National Institute on Drug Abuse,$522.8M,"$1,198.4M",43.6%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,"Medicare Health Information Technology Incentive Payments, Recov",75-0508,No Year,No Year,"75-0508 /X - Medicare Health Information Technology Incentive Payments, Recov",$385.6M,"$1,178.4M",32.7%
May,2017,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Mental Health,75-1363,FY2017,2017,75-1363 /17 - Mental Health,$844.0M,"$1,165.7M",72.4%
May,2017,Department of Health and Human Services,Centers for Disease Control and Prevention,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tu",75-0950,FY2017,2017,"75-0950 /17 - HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tu",$534.2M,"$1,114.7M",47.9%
May,2017,Department of Health and Human Services,Administration for Children and Families,Children and Families Services Programs,75-1536,FY2017-FY2018,2018,75-1536 17/18 - Children and Families Services Programs,$825.6M,$924.9M,89.3%
May,2017,Department of Health and Human Services,Indian Health Service,Indian Health Facilities,75-0391,No Year,No Year,75-0391 /X - Indian Health Facilities,$699.9M,$913.5M,76.6%
May,2017,Department of Health and Human Services,Departmental Management,Public Health and Social Services Emergency Fund,75-0140,No Year,No Year,75-0140 /X - Public Health and Social Services Emergency Fund,$563.2M,$862.2M,65.3%
May,2017,Department of Health and Human Services,Health Resources and Services Administration,Maternal and Child Health,75-0354,FY2017,2017,75-0354 /17 - Maternal and Child Health,$442.8M,$846.6M,52.3%
May,2017,Department of Health and Human Services,Health Resources and Services Administration,Health Workforce,75-0353,FY2017,2017,75-0353 /17 - Health Workforce,$702.3M,$836.8M,83.9%
May,2017,Department of Health and Human Services,Centers for Disease Control and Prevention,Public Health Preparedness and Response,75-0956,FY2017,2017,75-0956 /17 - Public Health Preparedness and Response,$728.2M,$828.1M,87.9%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institute of Environmental Health Sciences,75-0862,FY2017,2017,75-0862 /17 - National Institute of Environmental Health Sciences,$376.8M,$789.9M,47.7%
May,2017,Department of Health and Human Services,Centers for Disease Control and Prevention,Chronic Disease Prevention and Health Promotion,75-0948,FY2017,2017,75-0948 /17 - Chronic Disease Prevention and Health Promotion,$557.4M,$775.7M,71.9%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,State Grants and Demonstrations,75-0516,FY2014-FY2020,2020,75-0516 14/20 - State Grants and Demonstrations,$759.9M,$759.9M,100.0%
May,2017,Department of Health and Human Services,National Institutes of Health,National Eye Institute,75-0887,FY2017,2017,75-0887 /17 - National Eye Institute,$394.7M,$756.1M,52.2%
May,2017,Department of Health and Human Services,National Institutes of Health,National Center for Advancing Translational Sciences,75-0875,FY2017,2017,75-0875 /17 - National Center for Advancing Translational Sciences,$439.6M,$729.3M,60.3%
May,2017,Department of Health and Human Services,National Institutes of Health,National Institutes of Health Management Fund,75-3966,FY2017-FY2018,2018,75-3966 17/18 - National Institutes of Health Management Fund,$291.3M,$724.9M,40.2%
May,2017,Department of Health and Human Services,Indian Health Service,Contract Support Costs,75-0344,FY2017,2017,75-0344 /17 - Contract Support Costs,$338.4M,$718.0M,47.1%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Program Management,75-0511,No Year,No Year,75-0511 /X - Program Management,$553.0M,$692.9M,79.8%
May,2017,Department of Health and Human Services,Program Support Center,Retirement Pay and Medical Benefits for Commissioned Officers,75-0379,FY2017,2017,75-0379 /17 - Retirement Pay and Medical Benefits for Commissioned Officers,$287.5M,$656.7M,43.8%
May,2017,Department of Health and Human Services,Departmental Management,General Departmental Management,75-0120,FY2017,2017,75-0120 /17 - General Departmental Management,$391.7M,$636.5M,61.5%
May,2017,Department of Health and Human Services,Centers for Disease Control and Prevention,Public Health Preparedness and Response,75-0956,No Year,No Year,75-0956 /X - Public Health Preparedness and Response,$378.1M,$633.1M,59.7%
May,2017,Department of Health and Human Services,Centers for Disease Control and Prevention,CDC-Wide Activities and Program Support,75-0943,FY2015-FY2019,2019,75-0943 15/19 - CDC-Wide Activities and Program Support,$451.9M,$616.9M,73.2%
May,2017,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Quality Improvement Organizations,75-0519,FY2017,2017,75-0519 /17 - Quality Improvement Organizations,$387.2M,$614.9M,63.0%
May,2017,Department of Health and Human Services,Departmental Management,Nonrecurring Expenses Fund,75-75-0125,No Year,No Year,75-75-0125 /X - Nonrecurring Expenses Fund,$480.2M,$614.6M,78.1%
May,2017,Department of Health and Human Services,Centers for Disease Control and Prevention,CDC Working Capital Fund,75-4553,No Year,No Year,75-4553 /X - CDC Working Capital Fund,$247.7M,$609.0M,40.7%
